Response_ID,Respondent_ID,Consume_frequency,Consume_time,Consume_reason,Heard_before,Brand_perception,General_perception,Tried_before,Taste_experience,Reasons_preventing_trying,Current_brands,Reasons_for_choosing_brands,Improvements_desired,Ingredients_expected,Health_concerns,Interest_in_natural_or_organic,Marketing_channels,Packaging_preference,Limited_edition_packaging,Price_range,Purchase_location,Typical_consumption_situations
111153,128183,2-3 times a month,Before exercise,Increased energy and focus,Yes,Neutral,Not sure,Yes,5,Unfamiliar with the brand,Others,Other,More natural ingredients,Vitamins,No,Yes,Online ads,Eco-friendly design,No,50-99,Supermarkets,Sports/exercise
111155,128185,Once a week,Before exercise,Other,Yes,Neutral,Dangerous,Yes,4,Health concerns,Cola-Coka,Other,Reduced sugar content,Caffeine,Yes,Not Sure,Other,Other,Not Sure,50-99,Online retailers,Sports/exercise
111156,128186,Once a week,To stay awake during work/study,Increased energy and focus,Yes,Positive,Effective,Yes,2,Not interested in energy drinks,Cola-Coka,Brand reputation,More natural ingredients,Caffeine,No,No,TV commercials,Compact and portable cans,Not Sure,100-150,Other,Sports/exercise
111157,128187,2-3 times a week,Before exercise,Increased energy and focus,Yes,Neutral,Dangerous,No,1,Other,CodeX,Taste/flavor preference,Reduced sugar content,Sugar,Yes,Yes,Other,Compact and portable cans,Not Sure,50-99,Supermarkets,Studying/working late
111158,128188,2-3 times a month,For mental alertness,Other,Yes,Neutral,Not sure,No,4,Not interested in energy drinks,Sky 9,Effectiveness,Healthier alternatives,Guarana,Yes,No,Online ads,Innovative bottle design,No,Above 150,Supermarkets,Sports/exercise
111160,128190,Daily,To stay awake during work/study,To combat fatigue,No,Positive,Not sure,No,3,Not interested in energy drinks,Bepsi,Effectiveness,More natural ingredients,Caffeine,Yes,No,Outdoor billboards,Compact and portable cans,Yes,Above 150,Local stores,Other
111163,128193,Once a week,Before exercise,Other,Yes,Neutral,Effective,No,1,Not available locally,Sky 9,Effectiveness,Reduced sugar content,Guarana,No,Yes,TV commercials,Innovative bottle design,Not Sure,Above 150,Local stores,Studying/working late
111165,128195,Once a week,Throughout the day,Increased energy and focus,Yes,Negative,Effective,No,1,Health concerns,CodeX,Other,More natural ingredients,Vitamins,Yes,No,TV commercials,Innovative bottle design,Yes,100-150,Online retailers,Social outings/parties
111166,128196,2-3 times a week,Before exercise,To combat fatigue,Yes,Neutral,Effective,No,4,Health concerns,Cola-Coka,Other,Other,Caffeine,No,Yes,TV commercials,Compact and portable cans,No,Below 50,Supermarkets,Studying/working late
111172,128202,2-3 times a month,For mental alertness,Increased energy and focus,Yes,Neutral,Healthy,No,5,Not interested in energy drinks,CodeX,Availability,Wider range of flavors,Caffeine,Yes,No,Online ads,Innovative bottle design,No,50-99,Gyms and fitness centers,Sports/exercise
111173,128203,2-3 times a week,To stay awake during work/study,To boost performance,No,Neutral,Effective,No,2,Not available locally,Cola-Coka,Brand reputation,Wider range of flavors,Sugar,No,Yes,Online ads,Collectible packaging,Yes,Below 50,Supermarkets,Driving/commuting
111174,128204,2-3 times a week,For mental alertness,Increased energy and focus,No,Neutral,Healthy,No,3,Not interested in energy drinks,Gangster,Taste/flavor preference,More natural ingredients,Sugar,No,No,TV commercials,Innovative bottle design,No,Above 150,Other,Studying/working late
111175,128205,Daily,Before exercise,To boost performance,Yes,Neutral,Healthy,Yes,2,Not interested in energy drinks,Sky 9,Brand reputation,Healthier alternatives,Sugar,No,Yes,Print media,Innovative bottle design,Yes,Above 150,Supermarkets,Studying/working late
111179,128209,Once a week,To stay awake during work/study,Increased energy and focus,Yes,Positive,Dangerous,Yes,3,Not available locally,Bepsi,Brand reputation,More natural ingredients,Vitamins,Yes,No,TV commercials,Compact and portable cans,No,100-150,Supermarkets,Other
111180,128210,Daily,Throughout the day,To combat fatigue,Yes,Neutral,Healthy,Yes,2,Health concerns,Cola-Coka,Availability,Reduced sugar content,Caffeine,No,Yes,Online ads,Compact and portable cans,Not Sure,100-150,Supermarkets,Sports/exercise
111181,128211,Daily,To stay awake during work/study,To combat fatigue,No,Neutral,Dangerous,No,2,Health concerns,CodeX,Brand reputation,Reduced sugar content,Guarana,No,No,Print media,Compact and portable cans,Not Sure,Below 50,Gyms and fitness centers,Sports/exercise
111183,128213,2-3 times a week,Before exercise,To combat fatigue,Yes,Neutral,Effective,No,2,Not interested in energy drinks,Cola-Coka,Effectiveness,More natural ingredients,Caffeine,No,No,Online ads,Collectible packaging,Yes,50-99,Online retailers,Studying/working late
111184,128214,2-3 times a week,Before exercise,To combat fatigue,Yes,Neutral,Not sure,No,3,Health concerns,Cola-Coka,Taste/flavor preference,More natural ingredients,Sugar,No,Yes,TV commercials,Eco-friendly design,Yes,50-99,Local stores,Sports/exercise
111185,128215,2-3 times a week,To stay awake during work/study,To boost performance,Yes,Neutral,Effective,No,1,Not interested in energy drinks,CodeX,Taste/flavor preference,Other,Guarana,Yes,Not Sure,Online ads,Collectible packaging,No,100-150,Online retailers,Sports/exercise
111186,128216,2-3 times a month,To stay awake during work/study,Increased energy and focus,Yes,Positive,Dangerous,No,4,Other,Blue Bull,Taste/flavor preference,Wider range of flavors,Caffeine,Yes,No,TV commercials,Compact and portable cans,No,100-150,Other,Driving/commuting
111190,128220,2-3 times a week,For mental alertness,To boost performance,Yes,Negative,Dangerous,Yes,4,Not available locally,Cola-Coka,Taste/flavor preference,Reduced sugar content,Vitamins,Yes,No,Other,Compact and portable cans,No,100-150,Online retailers,Other
111191,128221,2-3 times a month,Before exercise,To combat fatigue,Yes,Neutral,Healthy,Yes,3,Not interested in energy drinks,Bepsi,Brand reputation,More natural ingredients,Vitamins,No,Not Sure,Online ads,Innovative bottle design,Yes,Below 50,Online retailers,Social outings/parties
111192,128222,2-3 times a month,To stay awake during work/study,To combat fatigue,Yes,Positive,Healthy,Yes,3,Unfamiliar with the brand,Bepsi,Brand reputation,Wider range of flavors,Vitamins,Yes,No,Online ads,Compact and portable cans,Yes,50-99,Supermarkets,Studying/working late
111194,128224,Once a week,For mental alertness,Increased energy and focus,Yes,Neutral,Healthy,Yes,3,Health concerns,Bepsi,Brand reputation,Reduced sugar content,Vitamins,Yes,No,Online ads,Collectible packaging,Yes,100-150,Supermarkets,Studying/working late
111195,128225,2-3 times a month,Throughout the day,To enhance sports performance,Yes,Positive,Dangerous,No,4,Not interested in energy drinks,CodeX,Taste/flavor preference,Other,Caffeine,Yes,Yes,Online ads,Compact and portable cans,Yes,100-150,Supermarkets,Other
111196,128226,2-3 times a week,Before exercise,To combat fatigue,No,Negative,Not sure,No,5,Not interested in energy drinks,Cola-Coka,Taste/flavor preference,Wider range of flavors,Vitamins,Yes,No,Outdoor billboards,Compact and portable cans,No,100-150,Supermarkets,Studying/working late
111197,128227,Rarely,Before exercise,To enhance sports performance,No,Positive,Effective,No,3,Not interested in energy drinks,CodeX,Brand reputation,Healthier alternatives,Guarana,Yes,No,TV commercials,Innovative bottle design,No,Below 50,Supermarkets,Sports/exercise
111200,128230,Rarely,Before exercise,Increased energy and focus,No,Negative,Effective,No,3,Not available locally,Cola-Coka,Taste/flavor preference,Reduced sugar content,Sugar,Yes,Yes,Online ads,Innovative bottle design,Yes,100-150,Online retailers,Driving/commuting
111201,128231,Rarely,To stay awake during work/study,To boost performance,No,Neutral,Effective,No,3,Not interested in energy drinks,Gangster,Other,Reduced sugar content,Caffeine,Yes,Yes,TV commercials,Compact and portable cans,No,Above 150,Gyms and fitness centers,Social outings/parties
111202,128232,Daily,To stay awake during work/study,To combat fatigue,Yes,Neutral,Not sure,No,5,Not available locally,Blue Bull,Brand reputation,More natural ingredients,Caffeine,Yes,Yes,Outdoor billboards,Compact and portable cans,Yes,50-99,Supermarkets,Studying/working late
111203,128233,2-3 times a week,To stay awake during work/study,Increased energy and focus,No,Positive,Healthy,No,4,Not interested in energy drinks,Gangster,Other,More natural ingredients,Guarana,No,Yes,TV commercials,Compact and portable cans,Yes,Above 150,Local stores,Sports/exercise
111204,128234,Rarely,Before exercise,To combat fatigue,Yes,Neutral,Effective,Yes,2,Other,Cola-Coka,Taste/flavor preference,Reduced sugar content,Caffeine,No,No,Other,Innovative bottle design,Yes,100-150,Online retailers,Social outings/parties
111205,128235,2-3 times a week,For mental alertness,To boost performance,No,Negative,Not sure,No,3,Health concerns,Others,Availability,More natural ingredients,Guarana,No,No,Online ads,Innovative bottle design,Yes,50-99,Supermarkets,Studying/working late
111206,128236,Rarely,Throughout the day,To boost performance,No,Positive,Effective,No,2,Not interested in energy drinks,Bepsi,Taste/flavor preference,Reduced sugar content,Guarana,Yes,No,TV commercials,Eco-friendly design,Not Sure,100-150,Supermarkets,Sports/exercise
111208,128238,2-3 times a week,Before exercise,To combat fatigue,Yes,Neutral,Dangerous,No,4,Not interested in energy drinks,Cola-Coka,Effectiveness,Wider range of flavors,Sugar,No,Yes,Print media,Innovative bottle design,Not Sure,100-150,Gyms and fitness centers,Social outings/parties
111209,128239,Once a week,For mental alertness,To combat fatigue,No,Neutral,Healthy,No,5,Unfamiliar with the brand,CodeX,Availability,Wider range of flavors,Guarana,No,Yes,TV commercials,Compact and portable cans,Yes,100-150,Supermarkets,Sports/exercise
111210,128240,Rarely,Before exercise,Increased energy and focus,No,Positive,Dangerous,No,5,Unfamiliar with the brand,Gangster,Taste/flavor preference,Healthier alternatives,Vitamins,No,Not Sure,TV commercials,Collectible packaging,Yes,100-150,Online retailers,Other
111211,128241,2-3 times a week,Before exercise,Increased energy and focus,Yes,Positive,Dangerous,Yes,5,Health concerns,Gangster,Availability,Wider range of flavors,Caffeine,Yes,No,Print media,Collectible packaging,Yes,100-150,Online retailers,Studying/working late
111212,128242,2-3 times a week,Throughout the day,To boost performance,No,Positive,Effective,No,4,Not available locally,Bepsi,Taste/flavor preference,Healthier alternatives,Vitamins,Yes,Yes,Online ads,Compact and portable cans,Yes,50-99,Supermarkets,Studying/working late
111215,128245,2-3 times a week,To stay awake during work/study,To combat fatigue,Yes,Neutral,Not sure,No,5,Not interested in energy drinks,Bepsi,Taste/flavor preference,Reduced sugar content,Guarana,Yes,Yes,TV commercials,Compact and portable cans,No,50-99,Supermarkets,Other
111217,128247,Daily,Before exercise,Increased energy and focus,No,Negative,Not sure,No,4,Health concerns,Sky 9,Brand reputation,More natural ingredients,Caffeine,No,No,Online ads,Compact and portable cans,Yes,50-99,Supermarkets,Studying/working late
111219,128249,2-3 times a week,Before exercise,To combat fatigue,No,Neutral,Not sure,No,5,Not available locally,Cola-Coka,Brand reputation,Healthier alternatives,Vitamins,No,Yes,TV commercials,Innovative bottle design,No,100-150,Supermarkets,Sports/exercise
111220,128250,2-3 times a month,Before exercise,To boost performance,Yes,Neutral,Healthy,No,3,Not interested in energy drinks,Cola-Coka,Taste/flavor preference,Healthier alternatives,Guarana,No,Not Sure,TV commercials,Eco-friendly design,Not Sure,100-150,Supermarkets,Sports/exercise
111221,128251,2-3 times a week,Throughout the day,To combat fatigue,No,Neutral,Effective,No,2,Health concerns,Bepsi,Other,Reduced sugar content,Caffeine,No,No,Online ads,Other,No,50-99,Local stores,Sports/exercise
111223,128253,2-3 times a week,Throughout the day,Increased energy and focus,Yes,Positive,Dangerous,Yes,3,Other,Cola-Coka,Taste/flavor preference,Wider range of flavors,Vitamins,Yes,No,Online ads,Innovative bottle design,Yes,Above 150,Supermarkets,Social outings/parties
111224,128254,Daily,To stay awake during work/study,Increased energy and focus,Yes,Neutral,Dangerous,No,3,Not available locally,Bepsi,Availability,Reduced sugar content,Caffeine,No,Yes,TV commercials,Innovative bottle design,No,Above 150,Supermarkets,Studying/working late
111226,128256,Daily,To stay awake during work/study,To enhance sports performance,Yes,Neutral,Not sure,No,2,Other,Cola-Coka,Brand reputation,Reduced sugar content,Caffeine,No,Yes,Online ads,Innovative bottle design,No,100-150,Supermarkets,Studying/working late
111227,128257,2-3 times a week,Before exercise,Increased energy and focus,Yes,Negative,Dangerous,Yes,3,Not interested in energy drinks,Bepsi,Brand reputation,Other,Caffeine,No,Yes,Print media,Innovative bottle design,No,Above 150,Gyms and fitness centers,Studying/working late
111228,128258,Daily,Throughout the day,To combat fatigue,No,Positive,Healthy,No,3,Unfamiliar with the brand,Cola-Coka,Brand reputation,Healthier alternatives,Vitamins,No,Yes,Online ads,Collectible packaging,Yes,50-99,Online retailers,Social outings/parties
111230,128260,2-3 times a week,Throughout the day,Increased energy and focus,No,Negative,Dangerous,No,3,Other,Cola-Coka,Effectiveness,Wider range of flavors,Vitamins,No,No,TV commercials,Compact and portable cans,No,50-99,Supermarkets,Sports/exercise
111231,128261,Once a week,Throughout the day,Increased energy and focus,Yes,Neutral,Not sure,Yes,3,Health concerns,Blue Bull,Brand reputation,Reduced sugar content,Caffeine,Yes,Yes,TV commercials,Compact and portable cans,Yes,Above 150,Supermarkets,Sports/exercise
111233,128263,2-3 times a week,To stay awake during work/study,Increased energy and focus,Yes,Neutral,Healthy,Yes,2,Health concerns,Bepsi,Effectiveness,More natural ingredients,Vitamins,No,Yes,TV commercials,Collectible packaging,Yes,100-150,Gyms and fitness centers,Other
111235,128265,2-3 times a week,To stay awake during work/study,Increased energy and focus,No,Neutral,Healthy,No,5,Health concerns,CodeX,Other,Wider range of flavors,Sugar,Yes,No,Online ads,Compact and portable cans,No,100-150,Supermarkets,Social outings/parties
111236,128266,2-3 times a month,For mental alertness,To combat fatigue,No,Negative,Healthy,No,4,Health concerns,Cola-Coka,Brand reputation,Wider range of flavors,Guarana,Yes,No,Outdoor billboards,Compact and portable cans,Yes,100-150,Supermarkets,Sports/exercise
111237,128267,Daily,To stay awake during work/study,To combat fatigue,Yes,Positive,Not sure,Yes,5,Unfamiliar with the brand,Blue Bull,Other,Wider range of flavors,Sugar,Yes,Yes,Other,Eco-friendly design,Not Sure,50-99,Supermarkets,Driving/commuting
111239,128269,Daily,Throughout the day,Increased energy and focus,No,Positive,Dangerous,No,2,Unfamiliar with the brand,Bepsi,Taste/flavor preference,Wider range of flavors,Vitamins,No,Not Sure,Outdoor billboards,Compact and portable cans,No,100-150,Gyms and fitness centers,Studying/working late
111241,128271,2-3 times a week,To stay awake during work/study,To combat fatigue,Yes,Neutral,Healthy,Yes,5,Other,Gangster,Taste/flavor preference,Wider range of flavors,Vitamins,Yes,No,Online ads,Innovative bottle design,No,Above 150,Supermarkets,Sports/exercise
111242,128272,2-3 times a month,To stay awake during work/study,To enhance sports performance,Yes,Neutral,Effective,Yes,1,Other,Bepsi,Other,Wider range of flavors,Guarana,No,Not Sure,TV commercials,Innovative bottle design,Yes,50-99,Online retailers,Sports/exercise
111244,128274,2-3 times a month,Before exercise,Increased energy and focus,No,Positive,Healthy,No,2,Unfamiliar with the brand,Gangster,Availability,Reduced sugar content,Guarana,No,Yes,Online ads,Innovative bottle design,Yes,50-99,Other,Studying/working late
111245,128275,2-3 times a week,Throughout the day,To combat fatigue,No,Neutral,Effective,No,2,Health concerns,Gangster,Brand reputation,Other,Caffeine,Yes,Yes,TV commercials,Compact and portable cans,Not Sure,50-99,Supermarkets,Sports/exercise
111246,128276,Rarely,Before exercise,Increased energy and focus,No,Neutral,Effective,No,3,Not interested in energy drinks,Cola-Coka,Taste/flavor preference,Reduced sugar content,Caffeine,Yes,Yes,Outdoor billboards,Innovative bottle design,No,Above 150,Supermarkets,Sports/exercise
111247,128277,2-3 times a month,To stay awake during work/study,To boost performance,No,Neutral,Effective,No,5,Not available locally,Sky 9,Taste/flavor preference,Healthier alternatives,Vitamins,Yes,Not Sure,Outdoor billboards,Collectible packaging,Not Sure,50-99,Supermarkets,Sports/exercise
111248,128278,Rarely,To stay awake during work/study,Increased energy and focus,Yes,Neutral,Dangerous,No,4,Other,Sky 9,Brand reputation,Reduced sugar content,Vitamins,Yes,Not Sure,TV commercials,Compact and portable cans,No,100-150,Online retailers,Studying/working late
111250,128280,2-3 times a month,To stay awake during work/study,Increased energy and focus,Yes,Neutral,Not sure,Yes,5,Not interested in energy drinks,Blue Bull,Availability,More natural ingredients,Caffeine,Yes,Yes,Outdoor billboards,Collectible packaging,Not Sure,100-150,Online retailers,Sports/exercise
111251,128281,Once a week,To stay awake during work/study,Increased energy and focus,No,Positive,Healthy,No,1,Not interested in energy drinks,Cola-Coka,Brand reputation,More natural ingredients,Vitamins,No,Yes,TV commercials,Innovative bottle design,No,50-99,Online retailers,Studying/working late
111253,128283,Rarely,To stay awake during work/study,To enhance sports performance,Yes,Positive,Healthy,No,1,Other,Bepsi,Brand reputation,Wider range of flavors,Vitamins,Yes,No,Other,Innovative bottle design,Yes,100-150,Local stores,Social outings/parties
111254,128284,Once a week,Before exercise,To combat fatigue,No,Positive,Not sure,No,4,Health concerns,Cola-Coka,Effectiveness,Reduced sugar content,Vitamins,No,Yes,Print media,Other,Yes,Above 150,Supermarkets,Sports/exercise
111255,128285,2-3 times a week,For mental alertness,To combat fatigue,No,Negative,Healthy,No,3,Health concerns,Gangster,Effectiveness,Healthier alternatives,Caffeine,Yes,Yes,Online ads,Innovative bottle design,No,100-150,Other,Sports/exercise
111256,128286,Rarely,For mental alertness,To combat fatigue,No,Neutral,Dangerous,No,1,Not interested in energy drinks,Cola-Coka,Effectiveness,Healthier alternatives,Guarana,No,Yes,Print media,Innovative bottle design,Not Sure,100-150,Supermarkets,Sports/exercise
111257,128287,2-3 times a month,Before exercise,To combat fatigue,Yes,Neutral,Healthy,No,4,Not interested in energy drinks,Gangster,Availability,Other,Sugar,No,Not Sure,Outdoor billboards,Compact and portable cans,No,Above 150,Online retailers,Sports/exercise
111258,128288,2-3 times a week,To stay awake during work/study,To combat fatigue,Yes,Positive,Not sure,Yes,3,Not available locally,Gangster,Taste/flavor preference,Reduced sugar content,Guarana,No,No,Print media,Compact and portable cans,Yes,100-150,Supermarkets,Studying/working late
111259,128289,2-3 times a week,Throughout the day,To boost performance,No,Neutral,Healthy,No,2,Unfamiliar with the brand,Cola-Coka,Taste/flavor preference,Reduced sugar content,Caffeine,No,Yes,Online ads,Collectible packaging,No,50-99,Gyms and fitness centers,Other
111260,128290,2-3 times a week,To stay awake during work/study,Increased energy and focus,Yes,Positive,Effective,No,5,Not available locally,Gangster,Effectiveness,More natural ingredients,Caffeine,Yes,Yes,TV commercials,Other,Not Sure,50-99,Supermarkets,Studying/working late
111261,128291,2-3 times a month,To stay awake during work/study,Increased energy and focus,No,Positive,Dangerous,No,2,Not interested in energy drinks,Cola-Coka,Brand reputation,Wider range of flavors,Vitamins,No,Yes,Outdoor billboards,Compact and portable cans,No,50-99,Online retailers,Sports/exercise
111262,128292,2-3 times a week,To stay awake during work/study,To combat fatigue,No,Negative,Not sure,No,2,Not interested in energy drinks,Gangster,Taste/flavor preference,Reduced sugar content,Caffeine,No,Yes,TV commercials,Other,Yes,100-150,Supermarkets,Studying/working late
111263,128293,2-3 times a week,Before exercise,To enhance sports performance,Yes,Neutral,Effective,Yes,4,Not available locally,Others,Taste/flavor preference,More natural ingredients,Vitamins,Yes,No,TV commercials,Innovative bottle design,No,50-99,Local stores,Sports/exercise
111264,128294,Rarely,Before exercise,Increased energy and focus,Yes,Neutral,Not sure,No,1,Not available locally,Sky 9,Taste/flavor preference,Reduced sugar content,Guarana,Yes,Yes,Online ads,Compact and portable cans,No,100-150,Local stores,Studying/working late
111265,128295,2-3 times a week,Throughout the day,Increased energy and focus,No,Positive,Dangerous,No,3,Health concerns,Bepsi,Other,Other,Caffeine,No,Not Sure,Other,Compact and portable cans,No,50-99,Online retailers,Sports/exercise
111267,128297,Daily,Before exercise,To combat fatigue,Yes,Neutral,Not sure,No,2,Not interested in energy drinks,Gangster,Brand reputation,More natural ingredients,Guarana,Yes,Yes,Online ads,Compact and portable cans,Yes,50-99,Supermarkets,Sports/exercise
111269,128299,Daily,To stay awake during work/study,To enhance sports performance,Yes,Negative,Effective,No,3,Health concerns,Sky 9,Effectiveness,Wider range of flavors,Sugar,Yes,No,Online ads,Innovative bottle design,Not Sure,50-99,Supermarkets,Studying/working late
111270,128300,2-3 times a month,Before exercise,To boost performance,Yes,Negative,Not sure,No,3,Not available locally,Others,Other,Reduced sugar content,Vitamins,Yes,Not Sure,Online ads,Other,Not Sure,100-150,Local stores,Studying/working late
111271,128301,2-3 times a month,Before exercise,Increased energy and focus,No,Negative,Dangerous,No,3,Unfamiliar with the brand,Blue Bull,Taste/flavor preference,Reduced sugar content,Caffeine,No,Yes,Online ads,Compact and portable cans,Yes,100-150,Online retailers,Studying/working late
111272,128302,Rarely,Throughout the day,To boost performance,No,Negative,Not sure,No,4,Unfamiliar with the brand,Bepsi,Availability,Wider range of flavors,Vitamins,Yes,Not Sure,TV commercials,Compact and portable cans,Not Sure,Above 150,Supermarkets,Studying/working late
111274,128304,Rarely,To stay awake during work/study,Increased energy and focus,Yes,Neutral,Dangerous,No,2,Health concerns,Cola-Coka,Brand reputation,Reduced sugar content,Vitamins,Yes,Yes,Outdoor billboards,Compact and portable cans,Yes,Below 50,Supermarkets,Studying/working late
111276,128306,2-3 times a week,Throughout the day,To enhance sports performance,Yes,Positive,Not sure,No,4,Health concerns,Gangster,Availability,Reduced sugar content,Sugar,Yes,Yes,Online ads,Compact and portable cans,Yes,50-99,Gyms and fitness centers,Sports/exercise
111277,128307,2-3 times a week,For mental alertness,To combat fatigue,Yes,Neutral,Not sure,Yes,4,Health concerns,Cola-Coka,Other,More natural ingredients,Caffeine,No,No,Other,Compact and portable cans,No,50-99,Supermarkets,Studying/working late
111280,128310,Rarely,To stay awake during work/study,Other,No,Negative,Effective,No,2,Health concerns,Bepsi,Taste/flavor preference,Wider range of flavors,Caffeine,No,Yes,Online ads,Collectible packaging,Yes,100-150,Online retailers,Sports/exercise
111281,128311,2-3 times a week,For mental alertness,To enhance sports performance,No,Positive,Healthy,No,1,Unfamiliar with the brand,Bepsi,Taste/flavor preference,Reduced sugar content,Caffeine,Yes,Not Sure,Print media,Compact and portable cans,Yes,50-99,Supermarkets,Driving/commuting
111282,128312,Daily,For mental alertness,To enhance sports performance,Yes,Neutral,Healthy,No,5,Health concerns,Cola-Coka,Brand reputation,Wider range of flavors,Vitamins,Yes,Not Sure,Online ads,Compact and portable cans,Yes,50-99,Online retailers,Social outings/parties
111287,128317,Daily,For mental alertness,Increased energy and focus,No,Neutral,Dangerous,No,1,Health concerns,Cola-Coka,Brand reputation,Other,Sugar,Yes,Yes,TV commercials,Innovative bottle design,No,100-150,Supermarkets,Studying/working late
111290,128320,2-3 times a week,Throughout the day,To boost performance,No,Neutral,Not sure,No,4,Unfamiliar with the brand,Blue Bull,Taste/flavor preference,More natural ingredients,Sugar,No,Yes,TV commercials,Collectible packaging,No,100-150,Local stores,Social outings/parties
111291,128321,Rarely,To stay awake during work/study,To boost performance,Yes,Neutral,Healthy,Yes,2,Unfamiliar with the brand,Others,Brand reputation,Healthier alternatives,Caffeine,Yes,Not Sure,Outdoor billboards,Innovative bottle design,Yes,Above 150,Online retailers,Social outings/parties
111292,128322,Daily,Before exercise,To boost performance,Yes,Positive,Not sure,No,1,Unfamiliar with the brand,Sky 9,Taste/flavor preference,Reduced sugar content,Sugar,Yes,Yes,Outdoor billboards,Innovative bottle design,Yes,50-99,Gyms and fitness centers,Sports/exercise
111293,128323,Rarely,Throughout the day,Increased energy and focus,Yes,Neutral,Not sure,Yes,4,Other,Bepsi,Other,More natural ingredients,Caffeine,Yes,No,Online ads,Compact and portable cans,Yes,50-99,Online retailers,Other
111296,128326,Rarely,To stay awake during work/study,Increased energy and focus,Yes,Positive,Dangerous,Yes,4,Health concerns,Gangster,Brand reputation,Reduced sugar content,Vitamins,Yes,Yes,TV commercials,Eco-friendly design,Yes,50-99,Gyms and fitness centers,Studying/working late
111298,128328,Rarely,For mental alertness,To combat fatigue,No,Negative,Effective,No,2,Not interested in energy drinks,Sky 9,Effectiveness,Reduced sugar content,Guarana,Yes,Yes,TV commercials,Innovative bottle design,Not Sure,100-150,Online retailers,Studying/working late
111301,128331,2-3 times a month,For mental alertness,To enhance sports performance,Yes,Negative,Not sure,Yes,2,Not available locally,Gangster,Availability,Reduced sugar content,Sugar,Yes,No,Online ads,Compact and portable cans,Yes,Above 150,Online retailers,Sports/exercise
111302,128332,2-3 times a week,Before exercise,Other,Yes,Positive,Not sure,Yes,3,Not interested in energy drinks,Bepsi,Taste/flavor preference,Reduced sugar content,Vitamins,Yes,No,Online ads,Other,Not Sure,100-150,Online retailers,Sports/exercise
111303,128333,Once a week,Throughout the day,To boost performance,No,Positive,Not sure,No,4,Unfamiliar with the brand,Gangster,Other,Reduced sugar content,Caffeine,Yes,No,Other,Innovative bottle design,Yes,50-99,Supermarkets,Studying/working late
111304,128334,2-3 times a week,Before exercise,Increased energy and focus,Yes,Negative,Healthy,Yes,2,Not available locally,Bepsi,Taste/flavor preference,More natural ingredients,Caffeine,Yes,Not Sure,Print media,Innovative bottle design,No,100-150,Other,Studying/working late
111305,128335,2-3 times a week,Before exercise,Increased energy and focus,Yes,Positive,Effective,No,2,Health concerns,Bepsi,Other,Reduced sugar content,Caffeine,Yes,No,Outdoor billboards,Collectible packaging,Yes,50-99,Online retailers,Sports/exercise
111306,128336,2-3 times a week,Before exercise,Increased energy and focus,Yes,Neutral,Effective,Yes,4,Not available locally,CodeX,Brand reputation,Wider range of flavors,Sugar,No,Not Sure,TV commercials,Eco-friendly design,Yes,100-150,Online retailers,Studying/working late
111307,128337,Rarely,For mental alertness,To enhance sports performance,No,Neutral,Effective,No,5,Unfamiliar with the brand,Bepsi,Effectiveness,Wider range of flavors,Guarana,Yes,Yes,Outdoor billboards,Innovative bottle design,No,50-99,Supermarkets,Sports/exercise
111308,128338,2-3 times a month,Throughout the day,Increased energy and focus,No,Neutral,Not sure,No,5,Not interested in energy drinks,Gangster,Taste/flavor preference,More natural ingredients,Sugar,Yes,Yes,Online ads,Collectible packaging,No,Above 150,Supermarkets,Sports/exercise
111309,128339,2-3 times a month,To stay awake during work/study,To combat fatigue,No,Positive,Not sure,No,3,Unfamiliar with the brand,Cola-Coka,Brand reputation,Reduced sugar content,Sugar,Yes,No,Other,Innovative bottle design,Yes,100-150,Online retailers,Studying/working late
111310,128340,Rarely,For mental alertness,Increased energy and focus,Yes,Neutral,Dangerous,Yes,5,Unfamiliar with the brand,Gangster,Taste/flavor preference,More natural ingredients,Guarana,No,Not Sure,Online ads,Innovative bottle design,No,50-99,Supermarkets,Studying/working late
111311,128341,2-3 times a week,To stay awake during work/study,To enhance sports performance,Yes,Neutral,Healthy,Yes,3,Not interested in energy drinks,Sky 9,Other,More natural ingredients,Sugar,No,Not Sure,Outdoor billboards,Collectible packaging,Yes,50-99,Supermarkets,Studying/working late
111312,128342,Rarely,Throughout the day,Increased energy and focus,No,Neutral,Not sure,No,1,Not available locally,Gangster,Taste/flavor preference,Reduced sugar content,Caffeine,Yes,Yes,Online ads,Compact and portable cans,Yes,50-99,Online retailers,Social outings/parties
111314,128344,2-3 times a month,For mental alertness,To enhance sports performance,Yes,Neutral,Healthy,Yes,1,Not available locally,CodeX,Brand reputation,Reduced sugar content,Vitamins,Yes,Yes,Online ads,Collectible packaging,Yes,50-99,Gyms and fitness centers,Studying/working late
111315,128345,2-3 times a month,To stay awake during work/study,Increased energy and focus,No,Positive,Effective,No,3,Unfamiliar with the brand,Bepsi,Effectiveness,Reduced sugar content,Caffeine,Yes,Not Sure,Other,Compact and portable cans,No,Below 50,Gyms and fitness centers,Driving/commuting
111317,128347,Daily,To stay awake during work/study,Increased energy and focus,No,Neutral,Not sure,No,3,Not interested in energy drinks,Others,Brand reputation,More natural ingredients,Sugar,Yes,Yes,Online ads,Compact and portable cans,Not Sure,Above 150,Supermarkets,Sports/exercise
